,Pelvis_X_m,Pelvis_X_sd,Pelvis_Y_m,Pelvis_Y_sd,Pelvis_Z_m,Pelvis_Z_sd,Hip_X_m,Hip_X_sd,Hip_Y_m,Hip_Y_sd,Hip_Z_m,Hip_Z_sd,Knee_X_m,Knee_X_sd,Knee_Y_m,Knee_Y_sd,Knee_Z_m,Knee_Z_sd,Ankle_X_m,Ankle_X_sd,Ankle_Y_m,Ankle_Y_sd,Ankle_Z_m,Ankle_Z_sd,Foot_X_m,Foot_X_sd,Foot_Y_m,Foot_Y_sd,Foot_Z_m,Foot_Z_sd,HipMoment_X_m,HipMoment_X_sd,HipMoment_Y_m,HipMoment_Y_sd,HipMoment_Z_m,HipMoment_Z_sd,KneeMoment_X_m,KneeMoment_X_sd,KneeMoment_Y_m,KneeMoment_Y_sd,KneeMoment_Z_m,KneeMoment_Z_sd,AnkleMoment_X_m,AnkleMoment_X_sd,AnkleMoment_Y_m,AnkleMoment_Y_sd,AnkleMoment_Z_m,AnkleMoment_Z_sd,SupportMoment_X_m,SupportMoment_X_sd,SupportMoment_Y_m,SupportMoment_Y_sd,SupportMoment_Z_m,SupportMoment_Z_sd
54,0.14364107142857183,2.489870584336261,-5.301257500000001,2.7639403688037283,10.275850357142856,6.917733491811645,3.2141732142857142,3.261266165213707,-9.220086071428572,5.217936855567084,-9.116962500000001,7.741265976797472,-1.0293160714285716,3.5264070014710107,-5.409077142857144,8.35180289973178,12.089121071428574,6.06571052554191,7.2095335714285715,4.664802651432248,12.416107142857141,4.884619087874679,8.816307142857143,3.286390109831007,-9.074058214285715,3.226643298552041,7.415306071428572,5.28362992469927,-20.373953571428576,5.787886099334949,0.4400835714285714,0.16847975435811693,0.027782857142857144,0.03914716866244242,-0.5076096428571428,0.20739708247024677,0.2650557142857143,0.12268798472386933,0.1082692857142857,0.0405326819633596,0.04453178571428572,0.12909549827709751,0.19291464285714285,0.06446146745460497,0.49066107142857135,0.09448596056025735,1.0113571428571428,0.20945103076223479,0.8980539285714286,0.26608382937437774,0.6267132142857144,0.12516546366567283,0.5482792857142857,0.23725333845310345
56,-0.7073799999999999,2.535460515972167,-5.105750357142857,2.930681378419245,10.064001785714286,6.898003321918765,1.8463307142857146,3.350572983913955,-9.224077857142857,5.226444419298294,-8.819619642857145,7.837656834959193,-1.4961150000000003,3.64433095347101,-7.033808571428572,8.330927575585084,16.255859285714287,6.633894171972754,7.794517499999999,4.921213119116117,14.236303214285712,5.2573546732519265,5.242687857142859,4.031561732848466,-10.469791071428572,3.3167922413021635,6.563499285714286,5.376955189442133,-27.28577535714286,7.457266018805334,0.24765035714285716,0.1739921696896851,0.00810892857142857,0.027263280968151133,-0.4984917857142857,0.17808595476090863,0.14782428571428574,0.10358755677532569,0.06798678571428572,0.03421925040805264,0.09848750000000002,0.10352652041775427,0.15684,0.0534816852907466,0.35247464285714286,0.11318296281250323,0.7024825,0.2406088427922126,0.5523146428571428,0.2851722693894145,0.4285703571428572,0.149663708507084,0.3024782142857143,0.23449114156310027
58,-1.6210928571428571,2.6703061905142826,-4.582934999999999,3.03644256161713,9.781225714285712,6.936728739765445,0.384777142857143,3.4703104858104297,-9.114197142857142,5.469873811155805,-7.592958214285715,8.034431406951825,-1.6915478571428568,3.784189025270253,-9.708260357142859,8.300047800349025,21.798790357142856,7.359521389494873,7.316559642857143,5.381891568128277,16.379941071428572,5.235962857138994,0.1540478571428572,4.7437801927522845,-11.643857499999998,3.5374518828995836,5.756965714285713,5.597077678916938,-36.27117285714286,9.220075209044522,0.07983642857142857,0.14875026035437552,0.002171785714285714,0.01386990510853554,-0.4418792857142857,0.11728214896068016,0.04927714285714286,0.07476204805695422,0.032719285714285715,0.026357534600561186,0.11534357142857145,0.06459405832488871,0.09689071428571429,0.05168134743335812,0.19351928571428573,0.11252896056053822,0.37542607142857143,0.22243026443202862,0.22600428571428569,0.2574854240300062,0.22841035714285715,0.13875579388407927,0.04889035714285713,0.2326176025522796
60,-2.526405,2.8511696290962365,-4.05514142857143,3.063290282663919,9.449729285714286,6.988246130382033,-1.130635357142857,3.6600768187716333,-8.850237142857143,5.908215154738656,-5.498696785714286,8.284300937822465,-1.6035957142857138,3.951603514908588,-12.710365357142857,7.738654476117941,28.60200607142857,7.986833869694349,5.4427425000000005,5.963380265158972,18.128465714285714,4.381892947736461,-5.485563571428572,4.665032210549375,-12.229156428571429,4.148976363194637,5.021216071428571,5.792547941621657,-46.44086285714287,9.926298963037285,-0.025882500000000006,0.10237099739052448,0.004725714285714286,0.01017897528792009,-0.33928178571428574,0.0794482891234472,-0.0039492857142857125,0.04330966195528797,0.009823571428571428,0.016576871100859338,0.08522071428571429,0.05328650871458001,0.040022142857142846,0.04347520383967278,0.06936071428571429,0.07045446633375083,0.12724035714285714,0.1412407210221706,0.010190357142857145,0.18096104574937888,0.08391,0.0790696261336999,-0.12682071428571431,0.15249547977988298
62,-3.3046482142857143,3.041251141497529,-3.677298571428571,2.9740828161031616,9.191696071428572,6.970221157193867,-2.5509182142857143,3.854687711329597,-8.355009285714285,6.349345519914105,-2.567676785714286,8.51645483910313,-1.429077142857143,4.257541443727876,-14.8778375,7.287109953381261,36.15657642857143,8.31243073579296,2.884733571428572,6.0783479795704185,18.48451857142857,3.582982857690711,-9.930906785714287,3.8342867831883813,-11.91192357142857,4.937709410813118,4.396530714285714,5.737874561342331,-55.8264525,8.625847626677432,-0.07351142857142857,0.05812328867385031,0.008662857142857144,0.01586353107387722,-0.25586392857142853,0.06999194149160126,-0.026245357142857143,0.020688389856695886,-0.003639642857142856,0.010977763970213345,0.05241785714285715,0.035502475521178356,0.004240357142857142,0.022473444454107788,0.004577857142857145,0.025481923133731616,0.0012671428571428567,0.055023945651461105,-0.09551642857142857,0.0906643772261311,0.00960107142857143,0.02816227940803166,-0.2021789285714286,0.07841271799264775
64,-3.9048442857142853,3.2207339441409557,-3.476108214285715,2.7654733209515223,9.056009999999999,6.9299546516251285,-3.720161071428572,4.010517242346955,-7.756968928571427,6.607431022485557,1.032467857142857,8.616243008063254,-1.3283535714285706,4.5594918885034295,-15.290989999999999,6.805853953709206,43.844226785714284,8.20186095574882,1.0702114285714284,5.6728984547503885,16.801496785714285,3.8270472430384874,-12.060578928571427,3.6949924258057996,-11.430695714285715,5.762147350328646,5.0648124999999995,5.464352606786923,-62.32242571428571,6.593420877389202,-0.0694507142857143,0.026097464867827155,0.01545607142857143,0.015964526442490145,-0.2455907142857143,0.07771201946083578,-0.03435571428571428,0.0195781254364251,-0.002352857142857142,0.005112838559143846,0.05579,0.04197688677209069,-0.006331428571428571,0.00685416140541121,-0.011106428571428573,0.007288666499481188,-0.02894035714285714,0.016122327740922347,-0.11013785714285716,0.041873049287022394,0.0019967857142857153,0.014780208519287756,-0.21874107142857138,0.05979322958774654
66,-4.206630357142857,3.2019532483310775,-3.532974285714286,2.593277160431341,9.032251428571428,6.918144329050303,-4.3794900000000005,4.053206553287352,-7.114822500000001,6.607809014799707,5.099472857142858,8.593961625442358,-1.39938,4.6102392803519425,-15.144687142857146,6.153809263750542,50.936865,7.619572510393872,0.3335714285714281,5.921809267895448,13.66558535714286,3.6306518880744685,-11.283153214285715,4.212547128808088,-10.513936428571428,6.19944106864371,7.065355714285714,4.776186144838327,-64.57657,5.454695069550707,-0.05424357142857144,0.025427849997483185,0.019911071428571427,0.015373180965385971,-0.26494357142857144,0.08996622925017199,-0.039344642857142856,0.017157586734589017,-0.0020760714285714284,0.0076033161233391156,0.08637392857142856,0.027864560837860205,-0.004718928571428571,0.0028334025336302668,-0.013429285714285711,0.005644605613102879,-0.026992857142857145,0.008286913156919751,-0.09830714285714284,0.038161509591284705,0.004405714285714286,0.015980601203808474,-0.2055625,0.07990606246255182
68,-4.173293928571429,3.07532404581157,-3.6178496428571423,2.455737797378013,9.116071071428573,6.90905819257872,-4.479691428571428,3.9042527630271953,-6.489351785714286,6.5413259020446315,9.350706428571428,8.601194415773229,-1.4898403571428573,4.4132234415580145,-15.305256428571427,5.427172786700424,56.509190714285715,6.71632592779079,-0.02452928571428619,6.421986315918289,11.374576428571428,3.446960909207073,-8.605765714285715,4.260720057988509,-9.220900357142858,6.4579572072546725,9.384701785714284,4.432072502935326,-63.726557142857146,4.951720144820976,-0.04254642857142856,0.02560253626472997,0.01766035714285714,0.012167154787865078,-0.20426714285714284,0.10364639180172402,-0.039352142857142856,0.014104023527714699,-0.005592499999999999,0.005368847014884181,0.08546142857142856,0.030892976263506605,-0.0023371428571428575,0.0018949027926008746,-0.013511428571428574,0.0044185145557212886,-0.018632142857142858,0.00655190392595504,-0.08423571428571429,0.03364224661259794,-0.0014435714285714295,0.012126908165247712,-0.1374378571428571,0.08509794745139015
70,-3.7917789285714285,2.9114118331259955,-3.6665710714285713,2.360968868842407,9.257423928571427,6.942146376185209,-4.024989285714286,3.7563661587808594,-5.784281785714284,6.427291888965069,13.544033928571425,8.523490298044479,-1.374652142857143,4.202500949696372,-16.136243928571425,5.190465037278666,60.00995571428572,5.607696176866375,-0.47003892857142837,6.4101005180040715,10.158672142857142,3.550383554284454,-5.791258928571428,4.042079196453792,-7.509345714285715,6.536495736359181,11.251016785714285,4.491866293158971,-60.699405,4.8958659439579915,-0.04874321428571428,0.03268516780808777,0.01606892857142857,0.0114630453361714,-0.12810535714285712,0.0784401118802473,-0.03670714285714285,0.014766976763957225,-0.008548571428571428,0.0032660576261882486,0.05888321428571429,0.02341805587141476,-0.001466785714285714,0.0009385127496836052,-0.011972857142857144,0.003297835370643618,-0.013003214285714286,0.0028736438989968405,-0.08691714285714285,0.04377274787574349,-0.004452500000000001,0.008244820693576713,-0.08222535714285714,0.0636990227090919
72,-3.196962142857143,2.66568769639116,-3.523728214285714,2.3479091648959365,9.383201785714288,6.994437133637704,-3.2350085714285717,3.6269728306814826,-5.002107857142858,6.292152425558399,17.429856785714282,8.324581802010007,-0.9848778571428568,4.130462380998652,-17.0525225,5.027290863106302,61.74584214285714,4.785862789307258,-0.5926110714285713,6.499031974543528,9.901877142857142,3.7022034831760946,-3.0529560714285715,3.7077623214740982,-6.086368928571429,6.820598548390349,12.206493928571428,5.044653848138938,-56.321334642857146,4.946371201082073,-0.05338357142857143,0.03614104556768212,0.014973928571428572,0.013860410164117886,-0.07857821428571428,0.048979840185966884,-0.03226821428571429,0.018137886782934487,-0.007741785714285714,0.004833919259988515,0.03469071428571429,0.01554273041268228,-0.0013824999999999998,0.0005590402145986114,-0.009455357142857144,0.003710477091595197,-0.011259285714285713,0.002381538656756671,-0.08703428571428572,0.052110064540102294,-0.002223214285714286,0.010535813941603559,-0.05514678571428571,0.04041294297656967
74,-2.5492082142857138,2.399171188885707,-3.1862814285714287,2.434893084581735,9.406971785714287,6.965752632669685,-2.3217342857142853,3.430411037354459,-4.2511053571428565,6.283281784914039,20.91977392857143,8.113399248342256,-0.27803999999999995,4.375393424495588,-17.686411785714284,4.9133448554424035,61.87203607142857,4.220057904844787,-0.35703357142857106,6.572472582135932,9.898582142857142,3.677668087575078,-0.48307142857142854,3.37056397387419,-5.07851,6.918076281897859,12.487556428571429,5.499584266653334,-50.72840571428571,4.931637079863054,-0.044222142857142856,0.0368588415295584,0.010880714285714287,0.01651661574307508,-0.043360357142857145,0.03612622755243522,-0.024332142857142854,0.019463375143536178,-0.005421785714285715,0.004727417414623751,0.0180775,0.01244839281408834,-0.0014496428571428572,0.0006096608902487521,-0.0068000000000000005,0.0037546540350712632,-0.010494285714285715,0.0021681158579804666,-0.07000392857142856,0.05464403490488978,-0.0013410714285714298,0.012842267080377058,-0.035777142857142855,0.03049460297232217
76,-1.9232157142857143,2.125703938504261,-2.6349910714285705,2.4669662430481587,9.405055357142858,6.92523262334155,-1.4960603571428572,3.3132391551334592,-3.595636785714286,6.375599503465599,23.88279357142857,7.873056825292835,0.5957682142857142,4.842511027113693,-17.997331428571428,5.005440094845434,60.49743535714287,4.0350402579254085,0.05236785714285741,6.384003085824007,9.657906071428572,3.5549426985407764,1.8883707142857145,3.050826408485877,-4.222197142857142,6.709415867997265,12.660265714285714,5.674146610816282,-44.135594285714284,4.906182865830491,-0.022179285714285714,0.03622463196485246,0.006587857142857141,0.015590492013044079,-0.019096071428571428,0.03149629747340101,-0.015509642857142856,0.018748331460557897,-0.002489642857142857,0.0032917697276025307,0.005235357142857144,0.014111987738782954,-0.0014946428571428574,0.0007035390325558848,-0.0047675,0.002895347561174651,-0.01032,0.0017862638275289743,-0.03918357142857143,0.05308673600919433,-0.0006692857142857143,0.012587300965830425,-0.024180714285714288,0.02881985712725108
78,-1.3513857142857142,1.9204442706149827,-1.932170357142857,2.434138248928754,9.410391428571428,6.867998010782839,-0.7990060714285715,3.1910598128426155,-2.938228928571429,6.346536908458932,26.336261428571426,7.688491281235628,1.580335,5.169934289567532,-18.339107857142857,5.359018071324589,57.66603249999999,4.021413598562917,0.5293153571428572,6.253275413532207,9.138773928571428,3.4597208231107417,3.898461071428571,2.745692935059436,-3.7579924999999994,6.259377325538105,12.990508214285715,5.929996105437367,-36.780596071428576,4.725664754226964,-0.0007532142857142859,0.03426769349868444,0.0021200000000000004,0.012970809090474596,0.0006267857142857126,0.02669250187189876,-0.008116785714285714,0.01619420570725872,-0.0006835714285714286,0.002140241205467837,-0.007303571428571428,0.01552304272668556,-0.0013749999999999997,0.0007377304072939884,-0.003943928571428571,0.001858196166852546,-0.010924285714285715,0.0016730440441382205,-0.010245,0.04827686127551567,-0.0025074999999999993,0.011669916410945775,-0.017601071428571428,0.025611138140283016
80,-0.8530049999999999,1.7309901485443795,-1.2294932142857142,2.362059982158343,9.474829642857143,6.780879193606563,-0.2514253571428572,3.0225571870739776,-2.1840860714285713,6.217684449794479,28.429432499999997,7.52212051079981,2.6350828571428573,5.203219606889386,-18.857135,5.986862332532473,53.53926214285714,4.214076991294825,0.9574624999999999,6.103108890052155,8.326604285714286,3.4248187510733024,5.445212500000001,2.4549305156567844,-3.3627453571428565,5.848101779331236,13.354614285714286,6.159833417247099,-29.016361428571436,4.5455727035200155,0.01228392857142857,0.033492833399823785,0.0006860714285714288,0.010903111443452811,0.010556428571428567,0.028000022625579556,-0.0035839285714285717,0.013329649885553206,-0.00021642857142857135,0.0016453482546624828,-0.019385357142857138,0.017420420981432386,-0.0012728571428571429,0.0008074359090681731,-0.004093571428571428,0.0014524375116591853,-0.012575357142857143,0.0020286083371893857,0.007427142857142854,0.04452001385350732,-0.0036239285714285718,0.011052551424648767,-0.021404285714285712,0.026862066895756327
82,-0.39856357142857146,1.5241118110665035,-0.5034285714285712,2.2945530398586835,9.58613642857143,6.716033308570798,0.21126285714285736,2.8820574062322444,-1.444880357142857,6.164632531526564,30.08633928571428,7.490867534378588,3.5618992857142855,5.103047805974483,-19.628660357142856,6.815915982365627,48.193784285714294,4.394081148959993,1.249628928571428,6.0199025052775434,7.701336785714285,3.3933977565932847,6.419426785714285,2.1971671471041687,-3.08587,5.552941056396289,13.659513928571428,6.391275248191617,-20.990655,4.36785450935142,0.021887499999999997,0.03722430093108119,0.002143214285714285,0.008806412350611966,0.016418571428571425,0.027647642369132103,-0.0020310714285714285,0.012365773044759696,-0.0003996428571428571,0.0018077402641522823,-0.02947035714285714,0.016307990545492354,-0.001327142857142857,0.0008082666979067337,-0.0047125000000000005,0.0019001090555746853,-0.014768214285714286,0.002428176434426316,0.018529285714285713,0.04704543126911159,-0.002968928571428571,0.009613118876460804,-0.027820000000000004,0.02524134070863176
84,0.0027475000000000377,1.3402289861477317,0.13610892857142845,2.2304950261193133,9.751265357142858,6.68396623204006,0.6168025,2.7789200473438975,-0.9212714285714282,6.176021950958471,31.281428214285715,7.6389705301700275,4.1035474999999995,4.942874833875194,-20.528623214285712,7.335526560607055,41.62903821428572,4.6095439066269375,1.4755457142857142,5.8825236945097545,7.324577857142857,3.3924682630983694,6.798009642857144,2.09474608762243,-2.964679285714286,5.208956786205947,13.7660675,6.597967625958113,-12.962168571428567,4.185953613654943,0.023405000000000002,0.03596411117082824,0.004699642857142858,0.008440980043419519,0.02296535714285714,0.02509252650493965,-0.0027078571428571434,0.012365794589276334,-9.642857142857157e-05,0.002723798555588972,-0.04021642857142858,0.014495257238751657,-0.0014307142857142856,0.0008899802442553627,-0.005327857142857144,0.0025692311887214243,-0.017306428571428573,0.003167304986754652,0.01926642857142857,0.045824206335339145,-0.000724642857142857,0.009515612770657437,-0.034557500000000005,0.023228793202700958
86,0.3121732142857142,1.1883455547955466,0.7755492857142858,2.1871502555545943,9.965424642857142,6.679815554711321,0.8782396428571426,2.7280259277095653,-0.7237942857142855,6.2282123672863525,31.967695,7.801214123264354,4.148723928571428,4.737553151242405,-21.230140357142858,7.823744444126596,34.16634714285714,4.8113225899505165,1.6733103571428567,5.741535618120973,7.19874107142857,3.3573697948681485,6.580062857142856,2.134856981717361,-3.0224860714285717,4.6362250611313325,13.7256275,6.577954436981663,-5.131074285714286,3.9200340863136627,0.014270714285714286,0.02718651587836138,0.007270714285714286,0.006388681053581843,0.030687499999999996,0.03228757767494155,-0.006295357142857142,0.013043698075240088,0.0005314285714285713,0.0030421092306865925,-0.052924285714285715,0.016882167749198797,-0.0016214285714285712,0.0010858538444139577,-0.005660714285714285,0.003108849562844044,-0.019856785714285712,0.0035210114407559184,0.006353928571428574,0.036703996962108985,0.002141428571428572,0.008400717329392274,-0.04209357142857144,0.028410610249082553
88,0.5002039285714287,1.1038697392132313,1.4056625,2.253194116682556,10.179049285714287,6.684942273607228,0.9979492857142859,2.69109963486537,-0.8896457142857138,6.313004068776442,32.19407607142857,7.960981014144547,3.603862142857143,4.193508559510903,-21.733738928571427,8.042901367920463,25.946889642857144,4.920301247296155,1.9052639285714288,5.565635251052514,7.387462857142857,3.3572333574512685,5.806115714285715,2.2376721413290688,-3.2532325,3.9112287423395324,13.426673928571429,6.34886474091876,2.5113596428571427,3.656853375192869,-0.0003335714285714276,0.032791824287616116,0.009866071428571429,0.0055605185074261345,0.04958964285714285,0.04723366601939624,-0.010389642857142858,0.014637249828944815,0.0014599999999999997,0.002129742671346434,-0.07259892857142856,0.024911181315484962,-0.001746428571428571,0.0012294048412692475,-0.005656071428571429,0.003165443934458136,-0.021173214285714285,0.0038624960080352057,-0.012469642857142854,0.043472373564416474,0.00567,0.005525212839617757,-0.044182500000000006,0.03813318183329014
90,0.5711267857142855,1.074196188671409,2.0514371428571434,2.3591088660981177,10.384847142857144,6.731992156749542,0.9930428571428573,2.654434728221314,-1.443659642857143,6.237954351762055,32.001668928571426,8.003081872844163,2.786380357142857,3.4815490145559673,-21.769918214285717,7.9868293128161945,17.438505357142855,4.7968552108392455,2.2252103571428568,5.3323691960214745,7.847909999999999,3.543024856180314,4.664725357142857,2.597728707219698,-3.6037403571428572,3.3436700162606128,12.947864285714287,5.9109708590467145,9.722634285714284,3.5771122156517308,-0.023557857142857148,0.04190459327284585,0.010716071428571427,0.00979739686356523,0.10504785714285712,0.05952759016799513,-0.015902857142857142,0.020085287450719295,0.002241071428571428,0.0029937705699125848,-0.11021392857142856,0.0321832524040408,-0.0017357142857142853,0.001142693944391695,-0.004297142857142857,0.0025688284626128053,-0.019134642857142857,0.004269644402544061,-0.04119642857142857,0.05546714302625028,0.008659999999999998,0.01056814880812951,-0.02430071428571428,0.04721980744174169
92,0.5357432142857144,1.115477818368239,2.7239178571428573,2.5212553111455547,10.50275714285714,6.834019588236969,0.8832192857142857,2.6441286681575327,-2.380077142857143,6.097266833429648,31.590137142857145,8.151679682877235,1.864865714285714,3.0260524971060496,-21.1424125,7.865704611808774,9.497683214285713,4.335584725302835,2.6696592857142853,5.2185338135942345,8.45173857142857,3.792701149600186,3.347709285714285,3.098754411305922,-4.175760714285714,2.9395555757460095,12.378892857142857,5.767919435935389,16.0867225,3.5774297499213192,-0.043390714285714296,0.04096648582669755,0.009126428571428574,0.014475578429863202,0.20108892857142857,0.06842331280566734,-0.020347142857142852,0.026814137897922263,0.0031035714285714286,0.004182692557787034,-0.16798142857142853,0.04301836908311877,-0.001232857142857143,0.0009921959218081615,-0.00021250000000000007,0.002868849105879863,-0.0129775,0.005404616527348847,-0.0649707142857143,0.053661653543186784,0.0120175,0.017502586155062477,0.02012999999999999,0.04510332535071343
94,0.43675214285714287,1.176426812020709,3.362275714285715,2.6751400981996447,10.560316785714289,6.917572459409945,0.7701635714285713,2.6614703555079853,-3.4608707142857145,6.013660331241332,31.174624642857136,8.332871909890386,1.125562142857143,3.0771196009972064,-20.099623214285714,7.6471833152607465,2.951336071428571,3.729302373617091,3.321161428571429,5.133217170603122,8.805058214285713,4.224195588842288,2.3455514285714285,3.643895483291425,-4.826878928571429,2.7491635434438395,11.821663928571429,5.781629653053375,21.096980000000002,3.655283150369214,-0.04417142857142858,0.04239587958156436,0.004314285714285714,0.00933841813674582,0.3209642857142857,0.11647858299105632,-0.022996071428571428,0.030766045355889657,0.0050946428571428575,0.004687474498099128,-0.2392871428571429,0.06311659000228455,-0.0001560714285714286,0.000671651748623177,0.004599642857142857,0.0033004378871981134,-0.0022985714285714285,0.00497133221139404,-0.06732357142857141,0.0577023131261641,0.014008571428571428,0.010993339666951396,0.07937857142857142,0.06889184643696601
96,0.36514250000000004,1.245240793318783,3.9333475,2.81437257781631,10.535804999999998,6.972609319466531,0.6839560714285715,2.7435052400092808,-4.315498571428572,5.92802337070468,31.000862142857134,8.51105243757418,0.8081053571428568,3.1485924357501913,-19.120189285714282,7.570036182795564,-0.7406049999999995,3.5692892397980946,3.6480192857142852,5.126887258978904,8.599168928571428,4.33159269398024,1.9293064285714279,4.016997500788861,-5.326578928571428,2.871888630502969,11.573485714285711,6.045493486572919,24.187254285714282,3.748509536956427,-0.055287857142857146,0.041780334337611955,0.0008160714285714272,0.020415973872150984,0.4295539285714285,0.16521615880856222,-0.023641428571428574,0.033285305225520215,0.006554642857142856,0.004375955044895348,-0.2964435714285715,0.0664073103722709,0.0008696428571428571,0.0005695155305700096,0.008101071428571426,0.0034798497859774096,0.006415714285714284,0.004044550872252907,-0.07805964285714286,0.06702947576265596,0.01547178571428571,0.02094010447471759,0.13952607142857143,0.11391663718531149
98,0.3521103571428572,1.28925447738884,4.411820714285715,2.9338039187938616,10.466626071428573,7.061071211448777,0.7218721428571432,2.852923417871782,-4.5872253571428585,5.778222005197109,31.122500000000006,8.722363010984818,0.819845,3.1203087643526812,-18.81783285714286,7.4748974469511875,-1.1542528571428572,3.4913291161316917,3.8105892857142862,5.016106362635136,8.22102892857143,4.334850559333124,2.044887142857143,4.073008763261227,-5.749393571428572,2.9679205408970386,11.413338571428577,6.088884583864978,24.992559642857152,3.7922881398095574,-0.06791607142857144,0.04929366206641157,0.001212857142857143,0.024305497851806617,0.4534864285714287,0.16466125461346132,-0.02157535714285715,0.03167659512493083,0.004235000000000001,0.005691706179237402,-0.28809250000000003,0.0717577180182892,0.001266071428571429,0.0006736216084929073,0.007202142857142858,0.003036498308582104,0.008197142857142858,0.004270007527594571,-0.08822535714285716,0.07499144713961324,0.012650000000000003,0.028977783731679693,0.17359107142857147,0.10843716587496426
100,0.5122921428571429,1.2822646673467315,4.761039642857143,2.9904161422203073,10.373481071428573,7.045992468613789,0.9841764285714285,2.883886274831791,-4.332767857142857,5.757663817069824,31.23236321428572,8.810897503584062,0.919500357142857,3.1535487944563614,-18.920615714285713,7.7093360044648405,0.8272425,3.7885821914961957,3.5945435714285714,5.029146047895525,8.0580725,4.294366550356207,2.277239642857143,3.9368486631991018,-5.8907292857142854,3.1253906464139423,11.031486785714284,5.768348616347466,23.350213928571428,3.839124633143391,-0.0323925,0.06132892687888306,0.0036292857142857142,0.014181354342551739,0.3277792857142857,0.17727842228298077,-0.008733928571428571,0.031505880109212056,0.0033375,0.005500788667231133,-0.18566071428571426,0.08484446158111329,-1.4285714285714439e-06,0.0008824668844765803,0.003512142857142857,0.0041212963393189184,0.0013385714285714286,0.0060150057320042475,-0.04112785714285715,0.08895504706817427,0.010478928571428571,0.020516069797053782,0.1434571428571429,0.11096623767050612
